City,All Offense Types,Crimes Against Person,Murder and Nonnegligent Manslaughter,Negligent Manslaughter,Justifiable Homicide,Kidnapping/Abduction,All Rape,Rape,Sodomy,Sexual Assault With An Object,Criminal Sexual Contact,Incest,Statutory Rape,Aggravated Assault,Simple Assault,Intimidation,"Human Trafficking, Commercial Sex Acts","Human Trafficking, Involuntary Servitude",Crimes Against Property,Arson,Bribery,Burglary/Breaking & Entering,Counterfeiting/Forgery,Destruction/Damage/Vandalism of Property,Embezzlement,Extortion/Blackmail,False Pretenses/Swindle/Confidence Game,Credit Card/Automatic Teller Fraud,Impersonation,Welfare Fraud,Wire Fraud,Identity Theft,Hacking/Computer Invasion,Robbery,Pocket-picking,Purse-snatching,Shoplifting,Theft From Building,Theft From Coin Operated Machine or Device,Theft From Motor Vehicle,Theft of Motor Vehicle Parts/Accessories,All Other Larceny,Motor Vehicle Theft,Stolen Property Offenses,Crimes Against Society,Drug/Narcotic Violations,Drug Equipment Violations,Betting/Wagering,Operating/Promoting/Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Pornography/Obscene Material,Prostitution,Assisting or Promoting Prostitution,Purchasing Prostitution,Weapon Law Violations,Animal Cruelty,Missing,Unnamed: 59,Year
Boston,"11,123","4,452",9.0,,,22.0,55.0,51.0,4.0,,43.0,1.0,,778.0,"1,875","1,669",,,"5,920",4.0,1.0,497.0,115.0,"1,157",26.0,21.0,365.0,324.0,150.0,4.0,57.0,7.0,,263.0,18.0,7.0,626.0,731.0,1.0,584.0,135.0,691.0,79.0,57.0,751.0,564.0,25.0,,,,,35.0,11.0,2.0,,108.0,6.0,,,2019
Boston College(Old ORI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Boston University,638,78,,,,,8.0,8.0,,,7.0,,,2.0,28,33,,,552,1.0,,17.0,1.0,66,,6.0,25.0,23.0,12.0,,14.0,,,1.0,2.0,,8.0,234.0,2.0,1.0,,122.0,7.0,10.0,8.0,6.0,,,,,,,,,,2.0,,,,2019
Bunker Hill Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
"Capitol PD, Boston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Chelsea,"2,199",945,,,,9.0,25.0,19.0,6.0,,13.0,1.0,32.0,183.0,512,170,,,"1,142",2.0,,107.0,16.0,304,1.0,5.0,65.0,15.0,44.0,,,1.0,,66.0,3.0,6.0,64.0,108.0,,119.0,20.0,94.0,85.0,17.0,112.0,49.0,1.0,,,,,12.0,1.0,,,49.0,,,,2019
Emerson College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Emerson College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Environmental Police,69,24,,2.0,,,,,,,,,,9.0,3,10,,,29,,,2.0,,15,,,1.0,,,,,,,,,,,3.0,,,,3.0,2.0,3.0,16.0,3.0,,,,,,,,,,10.0,3.0,,,2019
Fisher College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Fisher College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Mass College of Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Mass General Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
MBTA - Suffolk County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
MCPHS University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Northeastern U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Northeastern University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Revere,"1,890",602,2.0,,,2.0,13.0,10.0,3.0,,19.0,1.0,3.0,126.0,274,162,,,"1,197",1.0,,71.0,16.0,252,2.0,1.0,118.0,8.0,60.0,,1.0,,,39.0,17.0,3.0,201.0,68.0,,84.0,6.0,170.0,62.0,17.0,91.0,47.0,,,2.0,,,4.0,14.0,3.0,,21.0,,,,2019
Roxbury Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Simmons University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Suffolk State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Suffolk State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Suffolk State Police Logan Airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Suffolk State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Tufts University Suffolk,25,3,,,,,2.0,2.0,,,,,,,,1,,,22,,,,,3,,,,,,,,,,,,,1.0,9.0,,1.0,,8.0,,,,,,,,,,,,,,,,,,2019
Tufts University Suffolk prior to 01/01/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
U-Mass Boston,53,8,,,,,,,,,,,,,7,1,,,39,,,1.0,,6,,,1.0,,,,,,,,,,,3.0,,,,28.0,,,6.0,4.0,,,,,,,,,,2.0,,,,2019
Wentworth Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Wentworth Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Winthrop,361,93,,,,1.0,2.0,2.0,,,1.0,,2.0,29.0,36,22,,,250,,,10.0,1.0,58,,3.0,27.0,3.0,17.0,,,,,6.0,,,7.0,19.0,,43.0,,35.0,16.0,5.0,18.0,14.0,,,,,,,,1.0,,3.0,,,,2019
Ashburnham,106,30,,,,,2.0,2.0,,,3.0,,1.0,6.0,14,4,,,67,,,7.0,2.0,22,,,13.0,1.0,,,,,,,1.0,1.0,5.0,1.0,,2.0,,8.0,3.0,1.0,9.0,2.0,,,,,,5.0,,,,2.0,,,,2019
Assumption College,60,9,,,,,5.0,4.0,1.0,,1.0,,,,1,2,,,49,,,5.0,,23,,1.0,1.0,,1.0,,,,,,,,,7.0,,,,10.0,1.0,,2.0,1.0,,,,,,1.0,,,,,,,,2019
Assumption College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Athol,398,150,1.0,,,1.0,8.0,5.0,3.0,,,,5.0,39.0,85,11,,,218,1.0,,13.0,6.0,60,2.0,,17.0,1.0,5.0,,1.0,,,2.0,3.0,1.0,10.0,24.0,,5.0,,58.0,4.0,5.0,30.0,21.0,,,,,,1.0,,,,7.0,1.0,,,2019
Auburn,609,91,,1.0,,,,,,,3.0,,,27.0,48,12,,,467,3.0,,29.0,13.0,58,,1.0,29.0,4.0,27.0,,,,,1.0,,1.0,95.0,4.0,,9.0,,164.0,13.0,16.0,51.0,32.0,,,,,,3.0,3.0,,,12.0,1.0,,,2019
Barre,118,41,,,,,1.0,,1.0,,,,1.0,14.0,16,9,,,61,,,1.0,2.0,28,,,4.0,1.0,4.0,,,,,1.0,,,3.0,1.0,,1.0,,6.0,8.0,1.0,16.0,11.0,,,,,,2.0,,,,3.0,,,,2019
Becker College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Berlin,61,5,,,,,2.0,1.0,1.0,,,,,1.0,1,1,,,52,,,3.0,4.0,5,,,6.0,1.0,4.0,,,,,1.0,,2.0,2.0,3.0,,,,20.0,1.0,,4.0,3.0,,,,,,,,,,1.0,,,,2019
Blackstone,111,55,,,,,1.0,1.0,,,,,,11.0,40,3,,,49,,,5.0,2.0,15,,,6.0,1.0,2.0,,,,,2.0,,,1.0,2.0,,3.0,,6.0,4.0,,7.0,6.0,,,,,,,,,,1.0,,,,2019
Bolton,139,23,,,,,,,,,4.0,,,2.0,12,5,,,104,,,2.0,5.0,44,,1.0,7.0,,21.0,,,,,,,,,8.0,,3.0,,13.0,,,12.0,8.0,,,1.0,,,1.0,,,,2.0,,,,2019
Boylston,21,8,,,,,,,,,,,,4.0,,4,,,5,,,,,1,,,,,,,,,,,,,2.0,,,,,,,2.0,8.0,7.0,1.0,,,,,,,,,,,,,2019
Brookfield,80,22,,,,1.0,2.0,2.0,,,,,,3.0,14,2,,,54,,,5.0,,18,1.0,,4.0,,2.0,,,,,1.0,,,,8.0,,4.0,,9.0,2.0,,4.0,3.0,,,,,,1.0,,,,,,,,2019
Charlton,231,72,,,,,2.0,2.0,,,,,1.0,6.0,46,17,,,150,1.0,,17.0,5.0,30,,,21.0,4.0,20.0,,1.0,1.0,,,1.0,,,8.0,,5.0,,24.0,6.0,6.0,9.0,3.0,,,,,,2.0,,,,4.0,,,,2019
Clark University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Clark University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Clinton,44,22,1.0,,,,,,,,,,,3.0,16,2,,,22,,,1.0,2.0,4,,,,1.0,,,,,,,,,6.0,1.0,,,,5.0,2.0,,,,,,,,,,,,,,,,,2019
Col of the Holy Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Douglas,117,41,,,,,2.0,2.0,,,,,4.0,5.0,26,4,,,66,,,6.0,4.0,22,1.0,,6.0,,5.0,,,,,1.0,2.0,,,2.0,,2.0,,11.0,4.0,,10.0,7.0,,,,,,1.0,,,,2.0,,,,2019
Dudley,265,135,,,,1.0,7.0,7.0,,,2.0,1.0,5.0,23.0,85,11,,,106,1.0,,9.0,5.0,23,,,9.0,1.0,4.0,,,1.0,,2.0,,,9.0,10.0,,,,20.0,5.0,7.0,24.0,17.0,,,,,,3.0,,,,4.0,,,,2019
East Brookfield,43,20,,,,,,,,,1.0,1.0,,4.0,9,5,,,20,,,,1.0,4,1.0,,5.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,4.0,1.0,3.0,2.0,,,,,,,,,,1.0,,,,2019
Fitchburg,"1,855",611,1.0,,,8.0,27.0,18.0,8.0,1.0,37.0,,9.0,159.0,316,53,,1.0,"1,123",3.0,,97.0,19.0,312,1.0,1.0,87.0,7.0,38.0,,1.0,,,36.0,2.0,3.0,41.0,49.0,,100.0,12.0,249.0,46.0,19.0,121.0,67.0,,,2.0,,,7.0,3.0,3.0,,39.0,,,,2019
Fitchburg SC,42,11,,,,,3.0,3.0,,,,,,,8,,,,29,,,1.0,,15,,,2.0,,,,,,,,,,,,,2.0,,9.0,,,2.0,2.0,,,,,,,,,,,,,,2019
Fitchburg State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Gardner,938,292,,,,3.0,13.0,13.0,,,2.0,3.0,11.0,49.0,197,14,,,591,2.0,,61.0,10.0,146,,1.0,50.0,3.0,17.0,,1.0,1.0,,8.0,1.0,,65.0,34.0,,25.0,2.0,124.0,25.0,15.0,55.0,44.0,,,,,,1.0,1.0,,,9.0,,,,2019
Grafton,173,48,,,,,4.0,2.0,2.0,,1.0,,2.0,11.0,25,5,,,106,,,10.0,3.0,23,,,18.0,4.0,9.0,,,1.0,,1.0,1.0,2.0,1.0,7.0,,4.0,,20.0,2.0,,19.0,14.0,,,,,,3.0,,,,2.0,,,,2019
Hardwick,111,41,,,,,2.0,1.0,,1.0,2.0,,1.0,12.0,15,9,,,59,,,5.0,2.0,28,1.0,,7.0,1.0,4.0,,,,,,,,,3.0,,1.0,,7.0,,,11.0,7.0,,,,,,1.0,,,,3.0,,,,2019
Harvard,76,9,,,,,3.0,3.0,,,,,,2.0,1,3,,,64,,,6.0,,10,,,4.0,4.0,18.0,,1.0,,,,,,,2.0,,,,19.0,,,3.0,1.0,,,,,,2.0,,,,,,,,2019
Holden,154,36,,,,,,,,,,1.0,6.0,5.0,19,5,,,104,1.0,,2.0,7.0,18,,1.0,11.0,1.0,16.0,,,3.0,,1.0,,1.0,1.0,6.0,,4.0,,19.0,10.0,2.0,14.0,7.0,,,,,,3.0,,,,1.0,3.0,,,2019
Hopedale,80,34,,,,,1.0,1.0,,,,,,10.0,19,4,,,39,,,2.0,,10,,,8.0,1.0,5.0,,,,,1.0,,,1.0,,,2.0,,8.0,,1.0,7.0,7.0,,,,,,,,,,,,,,2019
Hubbardston,46,15,,,,,3.0,1.0,2.0,,1.0,,2.0,2.0,5,2,,,26,,,6.0,1.0,8,,,1.0,,1.0,,,,,1.0,,,,2.0,,,,3.0,2.0,1.0,5.0,4.0,,,,,,,,,,1.0,,,,2019
Lancaster,128,18,,,,,1.0,1.0,,,3.0,,1.0,5.0,5,3,,,108,,,7.0,2.0,28,1.0,1.0,21.0,2.0,8.0,,,,,,1.0,,2.0,1.0,,3.0,2.0,25.0,4.0,,2.0,1.0,,,,,,1.0,,,,,,,,2019
Leicester,464,74,,,,,2.0,2.0,,,4.0,1.0,3.0,20.0,30,14,,,357,1.0,,9.0,12.0,30,2.0,,49.0,1.0,11.0,,,,,1.0,1.0,,184.0,14.0,,7.0,,31.0,2.0,2.0,33.0,20.0,1.0,,,,,5.0,,,,7.0,,,,2019
Leominster,"2,171",907,,,,8.0,32.0,17.0,15.0,,8.0,,12.0,191.0,488,168,,,"1,168",2.0,,69.0,39.0,254,5.0,2.0,129.0,22.0,48.0,,1.0,,,21.0,4.0,4.0,271.0,48.0,,36.0,,156.0,40.0,17.0,96.0,65.0,,,2.0,,,10.0,1.0,,,16.0,2.0,,,2019
Lunenburg,319,52,,,,,5.0,5.0,,,,,4.0,15.0,19,9,,,242,,,13.0,2.0,32,,,52.0,5.0,9.0,,,2.0,,4.0,,1.0,84.0,3.0,,16.0,,11.0,,8.0,25.0,15.0,,,,,,5.0,,,,5.0,,,,2019
MBTA - Worcester County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Mendon,79,24,,,,,,,,,1.0,,2.0,3.0,14,4,,,43,,,2.0,2.0,9,,,10.0,,2.0,,,,,,1.0,1.0,3.0,1.0,,,,5.0,5.0,2.0,12.0,10.0,,,,,,,,,,1.0,1.0,,,2019
Milford,663,246,,,,2.0,11.0,8.0,3.0,,,,3.0,33.0,163,34,,,377,2.0,,37.0,16.0,81,1.0,1.0,28.0,5.0,32.0,,2.0,2.0,,4.0,3.0,1.0,39.0,19.0,,8.0,4.0,71.0,14.0,7.0,40.0,31.0,,,,,,2.0,,,,6.0,1.0,,,2019
Millbury,352,77,,,,,2.0,2.0,,,1.0,,2.0,21.0,33,18,,,243,1.0,,13.0,11.0,35,,,27.0,5.0,16.0,,,,,1.0,,2.0,69.0,6.0,,5.0,,34.0,12.0,6.0,32.0,22.0,,,,,,1.0,2.0,,,7.0,,,,2019
Millville,41,9,,,,,3.0,3.0,,,1.0,,,2.0,3,,,,32,,,1.0,,7,1.0,,2.0,1.0,5.0,,1.0,1.0,,,,,1.0,2.0,,4.0,,6.0,,,,,,,,,,,,,,,,,,2019
Mount Wachusett CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
New Braintree,23,4,,,,,,,,,,,,3.0,,1,,,16,,,2.0,,2,5.0,,3.0,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,2019
North Brookfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Northborough,163,44,,,,,2.0,2.0,,,,,,3.0,36,3,,,111,1.0,,12.0,2.0,14,,,,2.0,,,,,,,,,50.0,15.0,,8.0,,7.0,,,8.0,6.0,,,,,,1.0,,,,1.0,,,,2019
Northbridge,405,104,,,,1.0,2.0,2.0,,,3.0,,4.0,29.0,51,14,,,280,1.0,,22.0,8.0,71,,,37.0,1.0,13.0,,,,,,1.0,,50.0,11.0,,3.0,,54.0,6.0,2.0,21.0,17.0,,,,,,1.0,,,,3.0,,,,2019
Oakham,22,5,,,,,,,,,,,,,3,2,,,12,,,,,5,,,2.0,,,,,1.0,,,,,,,,1.0,,2.0,1.0,,5.0,5.0,,,,,,,,,,,,,,2019
Oxford,409,107,,,,1.0,11.0,7.0,3.0,1.0,2.0,1.0,4.0,19.0,57,12,,,276,,,12.0,8.0,52,1.0,,32.0,2.0,9.0,,1.0,,,1.0,2.0,1.0,80.0,11.0,,18.0,,38.0,6.0,2.0,26.0,16.0,,,,,,3.0,,,,5.0,2.0,,,2019
Paxton,59,16,,,,,2.0,2.0,,,,,,6.0,4,4,,,23,,,1.0,1.0,6,,,1.0,,1.0,,,,,,,,,3.0,,1.0,,5.0,2.0,2.0,20.0,14.0,,,,,,,,,,5.0,1.0,,,2019
Petersham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Phillipston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Princeton,44,7,,,,,,,,,,,,1.0,5,1,,,31,,,3.0,,3,,,3.0,2.0,6.0,,,1.0,,,,,,1.0,,,,10.0,,2.0,6.0,4.0,,,,,,1.0,,,,1.0,,,,2019
Quinsigamond CC,31,7,,,,,,,,,,,,1.0,3,3,,,23,,,2.0,1.0,7,,,1.0,,,,,,,,,,2.0,6.0,,1.0,,3.0,,,1.0,1.0,,,,,,,,,,,,,,2019
Royalston,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Rutland,181,73,,,,,10.0,3.0,7.0,,,1.0,4.0,25.0,15,18,,,98,,,5.0,2.0,33,,,15.0,3.0,17.0,,,,1.0,1.0,,,3.0,4.0,,3.0,,5.0,3.0,3.0,10.0,8.0,,,,,,1.0,,,,1.0,,,,2019
Shrewsbury,252,40,,,,2.0,1.0,1.0,,,,,1.0,2.0,27,7,,,198,,,15.0,8.0,18,,1.0,7.0,8.0,,,,19.0,,2.0,2.0,1.0,28.0,12.0,,38.0,1.0,14.0,19.0,5.0,14.0,9.0,1.0,,,,,1.0,,,,3.0,,,,2019
Southborough,126,17,,,,,,,,,,,,3.0,10,4,,,99,,,14.0,6.0,19,1.0,,37.0,,4.0,,,1.0,,,,,,4.0,,,,8.0,3.0,2.0,10.0,7.0,,,,,,,1.0,,,2.0,,,,2019
Southbridge,875,270,,,,,21.0,18.0,2.0,1.0,7.0,2.0,7.0,55.0,114,64,,,467,,,54.0,12.0,109,4.0,,44.0,5.0,20.0,1.0,,1.0,,4.0,4.0,,51.0,34.0,,21.0,,81.0,16.0,6.0,138.0,118.0,,,,,,5.0,,,,15.0,,,,2019
Spencer,184,30,,,,,4.0,4.0,,,6.0,,,7.0,11,2,,,142,,,16.0,4.0,28,1.0,2.0,3.0,6.0,,,31.0,,,,,,9.0,7.0,,4.0,1.0,21.0,9.0,,12.0,7.0,3.0,,,,,,,,,2.0,,,,2019
Sterling,80,22,,,,,3.0,2.0,1.0,,1.0,1.0,3.0,1.0,12,1,,,52,,,2.0,2.0,12,1.0,,7.0,1.0,11.0,,,1.0,,,1.0,1.0,,8.0,,2.0,,2.0,1.0,,6.0,2.0,,,,,,3.0,,,,1.0,,,,2019
Sturbridge,408,116,,,,,3.0,3.0,,,4.0,1.0,3.0,15.0,60,30,,,247,3.0,,12.0,15.0,53,,,35.0,2.0,10.0,,,,,,1.0,,25.0,15.0,,11.0,1.0,50.0,8.0,6.0,45.0,35.0,,,,,,3.0,1.0,,,6.0,,,,2019
Sutton,195,53,,,,,2.0,1.0,1.0,,,1.0,3.0,10.0,27,10,,,121,,,18.0,11.0,22,,,12.0,,16.0,,1.0,3.0,,,,,9.0,5.0,,1.0,,18.0,3.0,2.0,21.0,19.0,,,,,,1.0,,,,1.0,,,,2019
Templeton,110,53,,,,,2.0,,2.0,,2.0,,1.0,11.0,29,8,,,51,,,6.0,2.0,11,,,11.0,1.0,3.0,,,,,,1.0,,1.0,3.0,,2.0,,5.0,4.0,1.0,6.0,4.0,,,,,,,,,,2.0,,,,2019
Tufts University Worcester,3,1,,,,,,,,,,,,,,1,,,2,,,,,1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2019
Tufts University Worcester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
U-Mass Worcester,183,102,,,,,,,,,,,,21.0,60,21,,,74,,,,1.0,10,,,5.0,,4.0,,,,,,,,5.0,5.0,,,,42.0,1.0,1.0,7.0,5.0,,,,,,,,,,1.0,1.0,,,2019
U-Mass Worcester MA014UM00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Upton,131,33,,,,,2.0,1.0,1.0,,1.0,,,7.0,13,10,,,87,1.0,,7.0,3.0,19,1.0,,16.0,,7.0,,1.0,,,,,1.0,1.0,6.0,,3.0,,17.0,4.0,,11.0,9.0,,,,,,,,,,2.0,,,,2019
Uxbridge,288,92,,,,1.0,3.0,2.0,1.0,,,,1.0,15.0,50,22,,,168,1.0,,9.0,5.0,42,2.0,1.0,34.0,,7.0,,,,,2.0,1.0,1.0,13.0,8.0,,5.0,,26.0,9.0,2.0,28.0,17.0,,,,,,5.0,,,,6.0,,,,2019
Warren,139,57,,,,,,,,,,1.0,4.0,12.0,23,17,,,62,1.0,,6.0,1.0,18,,1.0,7.0,1.0,1.0,,,,,,,,3.0,9.0,,,1.0,10.0,1.0,2.0,20.0,11.0,,,,,,4.0,,,,4.0,1.0,,,2019
Webster,887,379,,,,4.0,16.0,12.0,4.0,,3.0,3.0,4.0,104.0,213,32,,,431,,,41.0,7.0,114,,2.0,42.0,6.0,22.0,,,1.0,,3.0,3.0,1.0,20.0,31.0,,23.0,,97.0,11.0,7.0,77.0,55.0,,,,,,5.0,,,,17.0,,,,2019
West Boylston,125,30,,,,,,,,,1.0,,1.0,9.0,14,5,,,93,,,13.0,1.0,24,,,5.0,4.0,6.0,,,,,2.0,,1.0,10.0,5.0,,5.0,,9.0,7.0,1.0,2.0,1.0,,,,,,,,,,1.0,,,,2019
West Brookfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Westborough,595,169,,,,1.0,9.0,7.0,,2.0,6.0,,8.0,16.0,81,48,,,411,1.0,,33.0,33.0,54,1.0,1.0,59.0,7.0,32.0,,2.0,2.0,,,2.0,2.0,18.0,19.0,,13.0,3.0,118.0,5.0,6.0,15.0,11.0,1.0,,,,,2.0,,,,1.0,,,,2019
Westminster,125,38,,,,,1.0,,,1.0,1.0,,1.0,19.0,7,9,,,83,,,5.0,2.0,16,,,8.0,3.0,7.0,,,,,,,,3.0,7.0,,2.0,,24.0,2.0,4.0,4.0,1.0,,,,,,1.0,,,,2.0,,,,2019
Winchendon,401,150,,,,1.0,9.0,4.0,5.0,,7.0,4.0,4.0,28.0,67,30,,,220,1.0,,30.0,3.0,72,2.0,2.0,13.0,3.0,17.0,,,,,,1.0,,6.0,18.0,,2.0,,33.0,13.0,4.0,31.0,16.0,,,,,,4.0,,1.0,,9.0,1.0,,,2019
Worcester,"10,899","3,525",13.0,,,69.0,48.0,45.0,3.0,,47.0,,6.0,888.0,"1,845",603,6.0,,"6,651",6.0,,717.0,133.0,"1,294",40.0,10.0,288.0,326.0,9.0,2.0,142.0,251.0,27.0,230.0,5.0,,606.0,384.0,6.0,785.0,220.0,722.0,372.0,76.0,723.0,487.0,,,,,,11.0,79.0,5.0,,133.0,8.0,,,2019
Worcester Polytechnic In,69,9,,,,,,,,,,,,3.0,3,3,,,58,,,1.0,2.0,23,,,2.0,,,,1.0,,,,,,,7.0,,2.0,,17.0,,3.0,2.0,2.0,,,,,,,,,,,,,,2019
Worcester State,42,6,,,,,,,,,,,,2.0,,4,,,29,1.0,,1.0,,12,,,8.0,,,,,,,,,,,3.0,,1.0,,2.0,1.0,,7.0,4.0,,,,,,1.0,,,,2.0,,,,2019
Worcester State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Worcester State Police Holden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Worcester State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Worcester State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
MSCPA Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Suffolk University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Jurisdiction by Geography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Barnstable,"1,639",575,2.0,,,4.0,20.0,12.0,6.0,2.0,26.0,,3.0,138.0,300,82,,,851,3.0,,88.0,12.0,203,8.0,4.0,52.0,39.0,17.0,,10.0,14.0,,8.0,1.0,,115.0,86.0,,58.0,13.0,96,15.0,9.0,213,152.0,1.0,,,,,8.0,,,1.0,50.0,1.0,,,2018
Barnstable State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Barnstable State Police Middleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
Bourne,823,246,,,,1.0,5.0,5.0,,,8.0,,,40.0,140,52,,,531,,,101.0,17.0,134,4.0,,49.0,7.0,22.0,,,1.0,,1.0,2.0,3.0,35.0,16.0,,17.0,,100,11.0,11.0,46,37.0,,,,,,3.0,,,,6.0,,,,2018
Brewster,262,118,,,,,9.0,4.0,5.0,,5.0,,9.0,22.0,62,11,,,134,2.0,,11.0,2.0,33,,,11.0,3.0,7.0,,,,,,3.0,1.0,,16.0,,6.0,,35,3.0,1.0,10,6.0,,,,,,1.0,,,,3.0,,,,2018
